tx_id,route_used,latency_ms,fee_xlm,compliance_passed
stratx_133,USDC,75,8.6e-05,True
stratx_134,EURC,75,8.8e-05,True
stratx_135,XLM,75,9e-05,True
stratx_136,USDC,75,9.2e-05,True
stratx_137,EURC,75,9.4e-05,True
stratx_138,XLM,75,9.6e-05,True
stratx_139,USDC,75,9.8e-05,True
stratx_140,EURC,75,8e-05,True
stratx_141,XLM,75,8.2e-05,True
stratx_142,USDC,75,8.4e-05,True
stratx_143,EURC,75,8.6e-05,True
stratx_144,XLM,75,8.8e-05,True
stratx_145,USDC,75,9e-05,True
stratx_146,EURC,75,9.2e-05,True
stratx_147,XLM,75,9.4e-05,True
stratx_148,USDC,75,9.6e-05,True
stratx_149,EURC,75,9.8e-05,True
stratx_150,XLM,75,8e-05,True
stratx_151,USDC,75,8.2e-05,True
stratx_152,EURC,75,8.4e-05,True
stratx_153,XLM,75,8.6e-05,True
stratx_154,USDC,75,8.8e-05,True
stratx_155,EURC,75,9e-05,True
stratx_156,XLM,75,9.2e-05,True
stratx_157,USDC,75,9.4e-05,True
stratx_158,EURC,75,9.6e-05,True
stratx_159,XLM,75,9.8e-05,True
stratx_160,USDC,75,8e-05,True
stratx_161,EURC,75,8.2e-05,True
stratx_162,XLM,75,8.4e-05,True
stratx_163,USDC,75,8.6e-05,True
stratx_164,EURC,75,8.8e-05,True
stratx_165,XLM,75,9e-05,True
stratx_166,USDC,75,9.2e-05,True
stratx_167,EURC,75,9.4e-05,True
stratx_168,XLM,75,9.6e-05,True
stratx_169,USDC,75,9.8e-05,True
stratx_170,EURC,75,8e-05,True
stratx_171,XLM,75,8.2e-05,True
stratx_172,USDC,75,8.4e-05,True
stratx_173,EURC,75,8.6e-05,True
stratx_174,XLM,75,8.8e-05,True
stratx_175,USDC,75,9e-05,True
stratx_176,EURC,75,9.2e-05,True
stratx_177,XLM,75,9.4e-05,True
stratx_178,USDC,75,9.6e-05,True
stratx_179,EURC,75,9.8e-05,True
stratx_180,XLM,75,8e-05,True
stratx_181,USDC,75,8.2e-05,True
stratx_182,EURC,75,8.4e-05,True
stratx_183,XLM,75,8.6e-05,True
stratx_184,USDC,75,8.8e-05,True
stratx_185,EURC,75,9e-05,True
stratx_186,XLM,75,9.2e-05,True
stratx_187,USDC,75,9.4e-05,True
stratx_188,EURC,75,9.6e-05,True
stratx_189,XLM,75,9.8e-05,True
stratx_190,USDC,75,8e-05,True
stratx_191,EURC,75,8.2e-05,True
stratx_192,XLM,75,8.4e-05,True
stratx_193,USDC,75,8.6e-05,True
stratx_194,EURC,75,8.8e-05,True
stratx_195,XLM,75,9e-05,True
stratx_196,USDC,75,9.2e-05,True
stratx_197,EURC,75,9.4e-05,True
stratx_198,XLM,75,9.6e-05,True
stratx_199,USDC,75,9.8e-05,True
stratx_200,EURC,75,8e-05,True
stratx_201,XLM,75,8.2e-05,True
stratx_202,USDC,75,8.4e-05,True
stratx_203,EURC,75,8.6e-05,True
stratx_204,XLM,75,8.8e-05,True
stratx_205,USDC,75,9e-05,True
stratx_206,EURC,75,9.2e-05,True
stratx_207,XLM,75,9.4e-05,True
stratx_208,USDC,75,9.6e-05,True
stratx_209,EURC,75,9.8e-05,True
stratx_210,XLM,75,8e-05,True
stratx_211,USDC,75,8.2e-05,True
stratx_212,EURC,75,8.4e-05,True
stratx_213,XLM,75,8.6e-05,True
stratx_214,USDC,75,8.8e-05,True
stratx_215,EURC,75,9e-05,True
stratx_216,XLM,75,9.2e-05,True
stratx_217,USDC,75,9.4e-05,True
stratx_218,EURC,75,9.6e-05,True
stratx_219,XLM,75,9.8e-05,True
stratx_220,USDC,75,8e-05,True
stratx_221,EURC,75,8.2e-05,True
stratx_222,XLM,75,8.4e-05,True
stratx_223,USDC,75,8.6e-05,True
stratx_224,EURC,75,8.8e-05,True
stratx_225,XLM,75,9e-05,True
stratx_226,USDC,75,9.2e-05,True
stratx_227,EURC,75,9.4e-05,True
stratx_228,XLM,75,9.6e-05,True
stratx_229,USDC,75,9.8e-05,True
stratx_230,EURC,75,8e-05,True
stratx_231,XLM,75,8.2e-05,True
stratx_232,USDC,75,8.4e-05,True
stratx_233,EURC,75,8.6e-05,True
stratx_234,XLM,75,8.8e-05,True
stratx_235,USDC,75,9e-05,True
stratx_236,EURC,75,9.2e-05,True
stratx_237,XLM,75,9.4e-05,True
stratx_238,USDC,75,9.6e-05,True
stratx_239,EURC,75,9.8e-05,True
stratx_240,XLM,75,8e-05,True
stratx_241,USDC,75,8.2e-05,True
stratx_242,EURC,75,8.4e-05,True
stratx_243,XLM,75,8.6e-05,True
stratx_244,USDC,75,8.8e-05,True
stratx_245,EURC,75,9e-05,True
stratx_246,XLM,75,9.2e-05,True
stratx_247,USDC,75,9.4e-05,True
stratx_248,EURC,75,9.6e-05,True
stratx_249,XLM,75,9.8e-05,True
stratx_250,USDC,75,8e-05,True
stratx_251,EURC,75,8.2e-05,True
stratx_252,XLM,75,8.4e-05,True
stratx_253,USDC,75,8.6e-05,True
stratx_254,EURC,75,8.8e-05,True
stratx_255,XLM,75,9e-05,True
stratx_256,USDC,75,9.2e-05,True
stratx_257,EURC,75,9.4e-05,True
stratx_258,XLM,75,9.6e-05,True
stratx_259,USDC,75,9.8e-05,True
stratx_260,EURC,75,8e-05,True
stratx_261,XLM,75,8.2e-05,True
stratx_262,USDC,75,8.4e-05,True
stratx_263,EURC,75,8.6e-05,True
stratx_264,XLM,75,8.8e-05,True
stratx_265,USDC,75,9e-05,True
stratx_266,EURC,75,9.2e-05,True
stratx_267,XLM,75,9.4e-05,True
stratx_268,USDC,75,9.6e-05,True
stratx_269,EURC,75,9.8e-05,True
stratx_270,XLM,75,8e-05,True
stratx_271,USDC,75,8.2e-05,True
stratx_272,EURC,75,8.4e-05,True
stratx_273,XLM,75,8.6e-05,True
stratx_274,USDC,75,8.8e-05,True
stratx_275,EURC,75,9e-05,True
stratx_276,XLM,75,9.2e-05,True
stratx_277,USDC,75,9.4e-05,True
stratx_278,EURC,75,9.6e-05,True
stratx_279,XLM,75,9.8e-05,True
stratx_280,USDC,75,8e-05,True
stratx_281,EURC,75,8.2e-05,True
stratx_282,XLM,75,8.4e-05,True
stratx_283,USDC,75,8.6e-05,True
stratx_284,EURC,75,8.8e-05,True
stratx_285,XLM,75,9e-05,True
stratx_286,USDC,75,9.2e-05,True
stratx_287,EURC,75,9.4e-05,True
stratx_288,XLM,75,9.6e-05,True
stratx_289,USDC,75,9.8e-05,True
stratx_290,EURC,75,8e-05,True
stratx_291,XLM,75,8.2e-05,True
stratx_292,USDC,75,8.4e-05,True
stratx_293,EURC,75,8.6e-05,True
stratx_294,XLM,75,8.8e-05,True
stratx_295,USDC,75,9e-05,True
stratx_296,EURC,75,9.2e-05,True
stratx_297,XLM,75,9.4e-05,True
stratx_298,USDC,75,9.6e-05,True
stratx_299,EURC,75,9.8e-05,True
stratx_300,XLM,75,8e-05,True
stratx_301,USDC,75,8.2e-05,True
stratx_302,EURC,75,8.4e-05,True
stratx_303,XLM,75,8.6e-05,True
stratx_304,USDC,75,8.8e-05,True
stratx_305,EURC,75,9e-05,True
stratx_306,XLM,75,9.2e-05,True
stratx_307,USDC,75,9.4e-05,True
stratx_308,EURC,75,9.6e-05,True
stratx_309,XLM,75,9.8e-05,True
stratx_310,USDC,75,8e-05,True
stratx_311,EURC,75,8.2e-05,True
stratx_312,XLM,75,8.4e-05,True
stratx_313,USDC,75,8.6e-05,True
stratx_314,EURC,75,8.8e-05,True
stratx_315,XLM,75,9e-05,True
stratx_316,USDC,75,9.2e-05,True
stratx_317,EURC,75,9.4e-05,True
stratx_318,XLM,75,9.6e-05,True
stratx_319,USDC,75,9.8e-05,True
stratx_320,EURC,75,8e-05,True
stratx_321,XLM,75,8.2e-05,True
stratx_322,USDC,75,8.4e-05,True
stratx_323,EURC,75,8.6e-05,True
stratx_324,XLM,75,8.8e-05,True
stratx_325,USDC,75,9e-05,True
stratx_326,EURC,75,9.2e-05,True
stratx_327,XLM,75,9.4e-05,True
stratx_328,USDC,75,9.6e-05,True
stratx_329,EURC,75,9.8e-05,True
stratx_330,XLM,75,8e-05,True
stratx_331,USDC,75,8.2e-05,True
stratx_332,EURC,75,8.4e-05,True
stratx_333,XLM,75,8.6e-05,True
stratx_334,USDC,75,8.8e-05,True
stratx_335,EURC,75,9e-05,True
stratx_336,XLM,75,9.2e-05,True
stratx_337,USDC,75,9.4e-05,True
stratx_338,EURC,75,9.6e-05,True
stratx_339,XLM,75,9.8e-05,True
stratx_340,USDC,75,8e-05,True
stratx_341,EURC,75,8.2e-05,True
stratx_342,XLM,75,8.4e-05,True
stratx_343,USDC,75,8.6e-05,True
stratx_344,EURC,75,8.8e-05,True
stratx_345,XLM,75,9e-05,True
stratx_346,USDC,75,9.2e-05,True
stratx_347,EURC,75,9.4e-05,True
stratx_348,XLM,75,9.6e-05,True
stratx_349,USDC,75,9.8e-05,True
stratx_350,EURC,75,8e-05,True
stratx_351,XLM,75,8.2e-05,True
stratx_352,USDC,75,8.4e-05,True
stratx_353,EURC,75,8.6e-05,True
stratx_354,XLM,75,8.8e-05,True
stratx_355,USDC,75,9e-05,True
stratx_356,EURC,75,9.2e-05,True
stratx_357,XLM,75,9.4e-05,True
stratx_358,USDC,75,9.6e-05,True
stratx_359,EURC,75,9.8e-05,True
stratx_360,XLM,75,8e-05,True
stratx_361,USDC,75,8.2e-05,True
stratx_362,EURC,75,8.4e-05,True
stratx_363,XLM,75,8.6e-05,True
stratx_364,USDC,75,8.8e-05,True
stratx_365,EURC,75,9e-05,True
stratx_366,XLM,75,9.2e-05,True
stratx_367,USDC,75,9.4e-05,True
stratx_368,EURC,75,9.6e-05,True
stratx_369,XLM,75,9.8e-05,True
stratx_370,USDC,75,8e-05,True
stratx_371,EURC,75,8.2e-05,True
stratx_372,XLM,75,8.4e-05,True
stratx_373,USDC,75,8.6e-05,True
stratx_374,EURC,75,8.8e-05,True
stratx_375,XLM,75,9e-05,True
stratx_376,USDC,75,9.2e-05,True
stratx_377,EURC,75,9.4e-05,True
stratx_378,XLM,75,9.6e-05,True
stratx_379,USDC,75,9.8e-05,True
stratx_380,EURC,75,8e-05,True
stratx_381,XLM,75,8.2e-05,True
stratx_382,USDC,75,8.4e-05,True
stratx_383,EURC,75,8.6e-05,True
stratx_384,XLM,75,8.8e-05,True
stratx_385,USDC,75,9e-05,True
stratx_386,EURC,75,9.2e-05,True
stratx_387,XLM,75,9.4e-05,True
stratx_388,USDC,75,9.6e-05,True
stratx_389,EURC,75,9.8e-05,True
stratx_390,XLM,75,8e-05,True
stratx_391,USDC,75,8.2e-05,True
stratx_392,EURC,75,8.4e-05,True
stratx_393,XLM,75,8.6e-05,True
stratx_394,USDC,75,8.8e-05,True
stratx_395,EURC,75,9e-05,True
stratx_396,XLM,75,9.2e-05,True
stratx_397,USDC,75,9.4e-05,True
stratx_398,EURC,75,9.6e-05,True
stratx_399,XLM,75,9.8e-05,True
stratx_400,USDC,75,8e-05,True
stratx_401,EURC,75,8.2e-05,True
stratx_402,XLM,75,8.4e-05,True
stratx_403,USDC,75,8.6e-05,True
stratx_404,EURC,75,8.8e-05,True
stratx_405,XLM,75,9e-05,True
stratx_406,USDC,75,9.2e-05,True
stratx_407,EURC,75,9.4e-05,True
stratx_408,XLM,75,9.6e-05,True
stratx_409,USDC,75,9.8e-05,True
stratx_410,EURC,75,8e-05,True
stratx_411,XLM,75,8.2e-05,True
stratx_412,USDC,75,8.4e-05,True
stratx_413,EURC,75,8.6e-05,True
stratx_414,XLM,75,8.8e-05,True
stratx_415,USDC,75,9e-05,True
stratx_416,EURC,75,9.2e-05,True
stratx_417,XLM,75,9.4e-05,True
stratx_418,USDC,75,9.6e-05,True
stratx_419,EURC,75,9.8e-05,True
stratx_420,XLM,75,8e-05,True
stratx_421,USDC,75,8.2e-05,True
stratx_422,EURC,75,8.4e-05,True
stratx_423,XLM,75,8.6e-05,True
stratx_424,USDC,75,8.8e-05,True
stratx_425,EURC,75,9e-05,True
stratx_426,XLM,75,9.2e-05,True
stratx_427,USDC,75,9.4e-05,True
stratx_428,EURC,75,9.6e-05,True
stratx_429,XLM,75,9.8e-05,True
stratx_430,USDC,75,8e-05,True
stratx_431,EURC,75,8.2e-05,True
stratx_432,XLM,75,8.4e-05,True
stratx_433,USDC,75,8.6e-05,True
stratx_434,EURC,75,8.8e-05,True
stratx_435,XLM,75,9e-05,True
stratx_436,USDC,75,9.2e-05,True
stratx_437,EURC,75,9.4e-05,True
stratx_438,XLM,75,9.6e-05,True
stratx_439,USDC,75,9.8e-05,True
stratx_440,EURC,75,8e-05,True
stratx_441,XLM,75,8.2e-05,True
stratx_442,USDC,75,8.4e-05,True
stratx_443,EURC,75,8.6e-05,True
stratx_444,XLM,75,8.8e-05,True
stratx_445,USDC,75,9e-05,True
stratx_446,EURC,75,9.2e-05,True
stratx_447,XLM,75,9.4e-05,True
stratx_448,USDC,75,9.6e-05,True
stratx_449,EURC,75,9.8e-05,True
stratx_450,XLM,75,8e-05,True
stratx_451,USDC,75,8.2e-05,True
stratx_452,EURC,75,8.4e-05,True
stratx_453,XLM,75,8.6e-05,True
stratx_454,USDC,75,8.8e-05,True
stratx_455,EURC,75,9e-05,True
stratx_456,XLM,75,9.2e-05,True
stratx_457,USDC,75,9.4e-05,True
stratx_458,EURC,75,9.6e-05,True
stratx_459,XLM,75,9.8e-05,True
stratx_460,USDC,75,8e-05,True
stratx_461,EURC,75,8.2e-05,True
stratx_462,XLM,75,8.4e-05,True
stratx_463,USDC,75,8.6e-05,True
stratx_464,EURC,75,8.8e-05,True
stratx_465,XLM,75,9e-05,True
stratx_466,USDC,75,9.2e-05,True
stratx_467,EURC,75,9.4e-05,True
stratx_468,XLM,75,9.6e-05,True
stratx_469,USDC,75,9.8e-05,True
stratx_470,EURC,75,8e-05,True
stratx_471,XLM,75,8.2e-05,True
stratx_472,USDC,75,8.4e-05,True
stratx_473,EURC,75,8.6e-05,True
stratx_474,XLM,75,8.8e-05,True
stratx_475,USDC,75,9e-05,True
stratx_476,EURC,75,9.2e-05,True
stratx_477,XLM,75,9.4e-05,True
stratx_478,USDC,75,9.6e-05,True
stratx_479,EURC,75,9.8e-05,True
stratx_480,XLM,75,8e-05,True
stratx_481,USDC,75,8.2e-05,True
stratx_482,EURC,75,8.4e-05,True
stratx_483,XLM,75,8.6e-05,True
stratx_484,USDC,75,8.8e-05,True
stratx_485,EURC,75,9e-05,True
stratx_486,XLM,75,9.2e-05,True
stratx_487,USDC,75,9.4e-05,True
stratx_488,EURC,75,9.6e-05,True
stratx_489,XLM,75,9.8e-05,True
stratx_490,USDC,75,8e-05,True
stratx_491,EURC,75,8.2e-05,True
stratx_492,XLM,75,8.4e-05,True
stratx_493,USDC,75,8.6e-05,True
stratx_494,EURC,75,8.8e-05,True
stratx_495,XLM,75,9e-05,True
stratx_496,USDC,75,9.2e-05,True
stratx_497,EURC,75,9.4e-05,True
stratx_498,XLM,75,9.6e-05,True
stratx_499,USDC,75,9.8e-05,True
stratx_500,EURC,75,8e-05,True
stratx_501,XLM,75,8.2e-05,True
stratx_502,USDC,75,8.4e-05,True
stratx_503,EURC,75,8.6e-05,True
stratx_504,XLM,75,8.8e-05,True
stratx_505,USDC,75,9e-05,True
stratx_506,EURC,75,9.2e-05,True
stratx_507,XLM,75,9.4e-05,True
stratx_508,USDC,75,9.6e-05,True
stratx_509,EURC,75,9.8e-05,True
stratx_510,XLM,75,8e-05,True
stratx_511,USDC,75,8.2e-05,True
stratx_512,EURC,75,8.4e-05,True
stratx_513,XLM,75,8.6e-05,True
stratx_514,USDC,75,8.8e-05,True
stratx_515,EURC,75,9e-05,True
stratx_516,XLM,75,9.2e-05,True
stratx_517,USDC,75,9.4e-05,True
stratx_518,EURC,75,9.6e-05,True
stratx_519,XLM,75,9.8e-05,True
stratx_520,USDC,75,8e-05,True
stratx_521,EURC,75,8.2e-05,True
stratx_522,XLM,75,8.4e-05,True
stratx_523,USDC,75,8.6e-05,True
stratx_524,EURC,75,8.8e-05,True
stratx_525,XLM,75,9e-05,True
stratx_526,USDC,75,9.2e-05,True
stratx_527,EURC,75,9.4e-05,True
stratx_528,XLM,75,9.6e-05,True
stratx_529,USDC,75,9.8e-05,True
stratx_530,EURC,75,8e-05,True
stratx_531,XLM,75,8.2e-05,True
stratx_532,USDC,75,8.4e-05,True
stratx_533,EURC,75,8.6e-05,True
stratx_534,XLM,75,8.8e-05,True
stratx_535,USDC,75,9e-05,True
stratx_536,EURC,75,9.2e-05,True
stratx_537,XLM,75,9.4e-05,True
stratx_538,USDC,75,9.6e-05,True
stratx_539,EURC,75,9.8e-05,True
stratx_540,XLM,75,8e-05,True
stratx_541,USDC,75,8.2e-05,True
stratx_542,EURC,75,8.4e-05,True
stratx_543,XLM,75,8.6e-05,True
stratx_544,USDC,75,8.8e-05,True
stratx_545,EURC,75,9e-05,True
stratx_546,XLM,75,9.2e-05,True
stratx_547,USDC,75,9.4e-05,True
stratx_548,EURC,75,9.6e-05,True
stratx_549,XLM,75,9.8e-05,True
stratx_550,USDC,75,8e-05,True
stratx_551,EURC,75,8.2e-05,True
stratx_552,XLM,75,8.4e-05,True
stratx_553,USDC,75,8.6e-05,True
stratx_554,EURC,75,8.8e-05,True
stratx_555,XLM,75,9e-05,True
stratx_556,USDC,75,9.2e-05,True
stratx_557,EURC,75,9.4e-05,True
stratx_558,XLM,75,9.6e-05,True
stratx_559,USDC,75,9.8e-05,True
stratx_560,EURC,75,8e-05,True
stratx_561,XLM,75,8.2e-05,True
stratx_562,USDC,75,8.4e-05,True
stratx_563,EURC,75,8.6e-05,True
stratx_564,XLM,75,8.8e-05,True
stratx_565,USDC,75,9e-05,True
stratx_566,EURC,75,9.2e-05,True
stratx_567,XLM,75,9.4e-05,True
stratx_568,USDC,75,9.6e-05,True
stratx_569,EURC,75,9.8e-05,True
stratx_570,XLM,75,8e-05,True
stratx_571,USDC,75,8.2e-05,True
stratx_572,EURC,75,8.4e-05,True
stratx_573,XLM,75,8.6e-05,True
stratx_574,USDC,75,8.8e-05,True
stratx_575,EURC,75,9e-05,True
stratx_576,XLM,75,9.2e-05,True
stratx_577,USDC,75,9.4e-05,True
stratx_578,EURC,75,9.6e-05,True
stratx_579,XLM,75,9.8e-05,True
stratx_580,USDC,75,8e-05,True
stratx_581,EURC,75,8.2e-05,True
stratx_582,XLM,75,8.4e-05,True
stratx_583,USDC,75,8.6e-05,True
stratx_584,EURC,75,8.8e-05,True
stratx_585,XLM,75,9e-05,True
stratx_586,USDC,75,9.2e-05,True
stratx_587,EURC,75,9.4e-05,True
stratx_588,XLM,75,9.6e-05,True
stratx_589,USDC,75,9.8e-05,True
stratx_590,EURC,75,8e-05,True
stratx_591,XLM,75,8.2e-05,True
stratx_592,USDC,75,8.4e-05,True
stratx_593,EURC,75,8.6e-05,True
stratx_594,XLM,75,8.8e-05,True
stratx_595,USDC,75,9e-05,True
stratx_596,EURC,75,9.2e-05,True
stratx_597,XLM,75,9.4e-05,True
stratx_598,USDC,75,9.6e-05,True
stratx_599,EURC,75,9.8e-05,True
stratx_600,XLM,75,8e-05,True
stratx_601,USDC,75,8.2e-05,True
stratx_602,EURC,75,8.4e-05,True
stratx_603,XLM,75,8.6e-05,True
stratx_604,USDC,75,8.8e-05,True
stratx_605,EURC,75,9e-05,True
stratx_606,XLM,75,9.2e-05,True
stratx_607,USDC,75,9.4e-05,True
stratx_608,EURC,75,9.6e-05,True
stratx_609,XLM,75,9.8e-05,True
stratx_610,USDC,75,8e-05,True
stratx_611,EURC,75,8.2e-05,True
stratx_612,XLM,75,8.4e-05,True
stratx_613,USDC,75,8.6e-05,True
stratx_614,EURC,75,8.8e-05,True
stratx_615,XLM,75,9e-05,True
stratx_616,USDC,75,9.2e-05,True
stratx_617,EURC,75,9.4e-05,True
stratx_618,XLM,75,9.6e-05,True
stratx_619,USDC,75,9.8e-05,True
stratx_620,EURC,75,8e-05,True
stratx_621,XLM,75,8.2e-05,True
stratx_622,USDC,75,8.4e-05,True
stratx_623,EURC,75,8.6e-05,True
stratx_624,XLM,75,8.8e-05,True
stratx_625,USDC,75,9e-05,True
stratx_626,EURC,75,9.2e-05,True
stratx_627,XLM,75,9.4e-05,True
stratx_628,USDC,75,9.6e-05,True
stratx_629,EURC,75,9.8e-05,True
stratx_630,XLM,75,8e-05,True
stratx_631,USDC,75,8.2e-05,True
stratx_632,EURC,75,8.4e-05,True
stratx_633,XLM,75,8.6e-05,True
stratx_634,USDC,75,8.8e-05,True
stratx_635,EURC,75,9e-05,True
stratx_636,XLM,75,9.2e-05,True
stratx_637,USDC,75,9.4e-05,True
stratx_638,EURC,75,9.6e-05,True
stratx_639,XLM,75,9.8e-05,True
stratx_640,USDC,75,8e-05,True
stratx_641,EURC,75,8.2e-05,True
stratx_642,XLM,75,8.4e-05,True
stratx_643,USDC,75,8.6e-05,True
stratx_644,EURC,75,8.8e-05,True
stratx_645,XLM,75,9e-05,True
stratx_646,USDC,75,9.2e-05,True
stratx_647,EURC,75,9.4e-05,True
stratx_648,XLM,75,9.6e-05,True
stratx_649,USDC,75,9.8e-05,True
stratx_650,EURC,75,8e-05,True
stratx_651,XLM,75,8.2e-05,True
stratx_652,USDC,75,8.4e-05,True
stratx_653,EURC,75,8.6e-05,True
stratx_654,XLM,75,8.8e-05,True
stratx_655,USDC,75,9e-05,True
stratx_656,EURC,75,9.2e-05,True
stratx_657,XLM,75,9.4e-05,True
stratx_658,USDC,75,9.6e-05,True
stratx_659,EURC,75,9.8e-05,True
stratx_660,XLM,75,8e-05,True
stratx_661,USDC,75,8.2e-05,True
stratx_662,EURC,75,8.4e-05,True
stratx_663,XLM,75,8.6e-05,True
stratx_664,USDC,75,8.8e-05,True
stratx_665,EURC,75,9e-05,True
stratx_666,XLM,75,9.2e-05,True
stratx_667,USDC,75,9.4e-05,True
stratx_668,EURC,75,9.6e-05,True
stratx_669,XLM,75,9.8e-05,True
stratx_670,USDC,75,8e-05,True
stratx_671,EURC,75,8.2e-05,True
stratx_672,XLM,75,8.4e-05,True
stratx_673,USDC,75,8.6e-05,True
stratx_674,EURC,75,8.8e-05,True
stratx_675,XLM,75,9e-05,True
